order_no,customer_id,order_date,status,channel,payment_method,total_amount_krw 
1001521,201568,2024-10-11,배송중,온라인,계좌이체,43868315
1001522,201421,2025-02-25,배송중,온라인,계좌이체,74489845
1001523,200264,2025-03-11,배송완료,매장,여신,10412370
1001524,201553,2024-08-11,배송완료,전화,여신,146052250
1001525,201542,2023-06-24,배송완료,매장,현금,20892000
1001526,201140,2025-10-01,배송중,매장,여신,42787175
1001527,201080,2025-10-16,배송완료,매장,여신,27601700
1001528,201078,2024-09-26,주문접수,온라인,카드,123238700
1001529,201891,2023-09-09,반품,전화,현금,6098755
1001530,201537,2023-02-22,결제완료,영업사원,여신,28890700
1001531,201218,2025-10-04,주문접수,영업사원,여신,98272170
1001532,200398,2025-02-25,결제완료,전화,여신,82107275
1001533,201995,2024-04-13,배송완료,온라인,계좌이체,81017120
1001534,200448,2025-09-20,배송완료,영업사원,계좌이체,88837900
1001535,201540,2025-05-03,배송완료,영업사원,여신,83125535
1001536,200033,2025-12-26,결제완료,매장,여신,8536810
1001537,200893,2025-01-17,배송완료,전화,현금,103823770
1001538,200928,2023-08-27,배송완료,전화,여신,182179510
1001539,200977,2025-09-16,배송완료,온라인,카드,72183925
1001540,201901,2025-11-29,배송완료,온라인,카드,66006965
1001541,201881,2023-05-03,배송완료,온라인,여신,22746000
1001542,200472,2025-02-16,배송완료,전화,계좌이체,66527400
1001543,200595,2025-04-17,배송완료,전화,계좌이체,28097690
1001544,201796,2025-01-24,배송중,영업사원,카드,31156405
1001545,201076,2025-09-30,배송중,영업사원,여신,94678800
1001546,200507,2023-04-08,배송중,영업사원,여신,89038455
1001547,201031,2024-10-29,취소,전화,현금,930410
1001548,200746,2023-04-05,배송완료,온라인,카드,16531015
1001549,201903,2025-06-23,배송중,매장,현금,22888350
1001550,200594,2025-03-01,배송완료,영업사원,여신,19940750
1001551,200655,2024-02-21,배송중,전화,카드,107063865
1001552,201014,2024-11-05,결제완료,영업사원,현금,32705600
1001553,201267,2025-09-04,배송완료,영업사원,계좌이체,149300600
1001554,200133,2023-09-21,배송완료,전화,계좌이체,75344430
1001555,200922,2023-11-15,배송완료,전화,계좌이체,132889870
1001556,200069,2025-04-15,배송중,영업사원,여신,108029320
1001557,200985,2025-01-30,반품,온라인,카드,35961120
1001558,200653,2025-06-24,배송완료,온라인,카드,9723300
1001559,201287,2024-10-17,주문접수,전화,카드,90129540
1001560,200034,2024-08-09,배송완료,전화,계좌이체,46740225
1001561,200240,2025-04-11,배송완료,전화,여신,76903420
1001562,201359,2024-12-30,배송완료,전화,카드,20671000
1001563,201944,2023-10-10,배송완료,매장,현금,73016500
1001564,200896,2024-12-14,결제완료,온라인,여신,113614840
1001565,200079,2025-12-09,결제완료,전화,여신,14399700
1001566,200823,2024-05-22,결제완료,온라인,현금,2248590
1001567,200732,2024-03-09,배송중,영업사원,카드,82766215
1001568,201513,2025-06-15,배송완료,매장,카드,162067145
1001569,200471,2024-08-25,배송완료,온라인,현금,20011320
1001570,200112,2023-07-27,배송완료,전화,계좌이체,83173120
1001571,200864,2023-08-10,배송완료,영업사원,현금,120364570
1001572,200746,2023-03-18,배송중,영업사원,카드,122804140
1001573,201831,2024-07-22,배송완료,온라인,여신,12137580
1001574,200682,2023-03-17,주문접수,매장,여신,17807680
1001575,201513,2024-08-08,결제완료,영업사원,카드,80478600
1001576,200521,2025-11-02,배송완료,매장,현금,79726860
1001577,201842,2023-12-22,주문접수,온라인,계좌이체,72877870
1001578,200722,2024-01-27,배송완료,매장,카드,112766705
1001579,200426,2025-12-28,배송완료,온라인,카드,32082000
1001580,201179,2024-12-21,배송완료,온라인,현금,28462000
1001581,200824,2025-10-27,배송중,매장,현금,100264085
1001582,200067,2024-01-13,배송중,영업사원,여신,12384100
1001583,200325,2025-07-13,배송완료,영업사원,여신,87467050
1001584,200597,2025-06-08,취소,영업사원,여신,26435400
1001585,201542,2024-08-25,배송중,온라인,계좌이체,95408000
1001586,200855,2025-09-28,배송완료,영업사원,여신,115502940
1001587,201839,2025-06-18,배송중,온라인,계좌이체,29669445
1001588,201791,2023-08-08,배송완료,온라인,카드,122461170
1001589,200216,2025-03-26,배송완료,전화,계좌이체,93886665
1001590,200148,2023-08-14,배송완료,영업사원,계좌이체,25154880
1001591,200533,2023-06-27,주문접수,온라인,현금,89653550
1001592,200814,2023-03-19,반품,매장,여신,46341400
1001593,201970,2023-07-23,반품,전화,카드,1807410
1001594,200159,2024-10-23,주문접수,전화,계좌이체,96502455
1001595,201777,2025-05-15,배송완료,전화,카드,69671670
1001596,200907,2024-04-07,배송완료,매장,카드,52411935
1001597,200400,2023-01-21,배송중,영업사원,카드,25471400
1001598,200988,2023-01-15,배송중,매장,카드,103665185
1001599,200474,2023-12-11,배송완료,전화,계좌이체,61225700
1001600,201128,2024-08-28,배송완료,전화,여신,60997180
1001601,201119,2023-04-17,배송완료,온라인,현금,63824930
1001602,201704,2024-11-19,배송완료,매장,카드,68550600
1001603,201291,2023-06-09,주문접수,영업사원,여신,34289700
1001604,200542,2023-02-07,배송완료,온라인,계좌이체,11544000
1001605,201887,2024-03-03,배송완료,매장,여신,28618800
1001606,200112,2024-02-29,배송완료,전화,카드,71679080
1001607,201852,2023-11-16,배송완료,영업사원,카드,53553600
1001608,201234,2024-08-27,배송완료,온라인,카드,148161100
1001609,201724,2024-11-12,배송완료,영업사원,계좌이체,42961035
1001610,200741,2024-01-08,배송완료,영업사원,여신,19003760
1001611,200201,2023-04-22,배송완료,영업사원,여신,73756100
1001612,200909,2024-08-11,배송완료,매장,여신,8736490
1001613,201769,2025-10-07,결제완료,온라인,여신,102971800
1001614,201671,2024-05-25,배송완료,온라인,현금,12238400
1001615,200333,2024-06-22,배송완료,매장,여신,47528100
1001616,200153,2025-08-20,취소,전화,카드,116880550
1001617,201112,2024-12-21,배송완료,온라인,카드,23970600
1001618,201912,2025-10-06,배송완료,온라인,계좌이체,2382220
1001619,201332,2023-03-17,배송완료,온라인,여신,12851115
1001620,200333,2023-03-02,취소,온라인,현금,38937545
1001621,200596,2023-09-23,결제완료,매장,현금,418500
1001622,200154,2023-09-09,배송완료,전화,여신,77351660
1001623,200650,2024-08-20,배송중,온라인,카드,63530950
1001624,200866,2025-11-12,배송완료,전화,카드,18180990
1001625,201286,2024-11-23,배송중,영업사원,현금,17763400
1001626,200870,2024-06-10,배송완료,영업사원,카드,64894000
1001627,201596,2024-10-24,배송중,전화,여신,13590935
1001628,201522,2024-05-10,배송중,온라인,여신,31186620
1001629,201097,2025-05-27,배송중,온라인,현금,85350280
1001630,201299,2024-07-23,배송중,매장,여신,98317115
1001631,201555,2025-09-05,배송완료,매장,여신,134629300
1001632,200038,2023-06-19,취소,영업사원,여신,12172050
1001633,200551,2023-02-06,결제완료,매장,카드,118561500
1001634,201087,2024-06-30,배송완료,매장,현금,11898770
1001635,200158,2025-05-22,취소,전화,카드,51778000
1001636,201664,2025-02-19,배송완료,온라인,계좌이체,134083820
1001637,201967,2023-08-30,배송완료,영업사원,계좌이체,137371830
1001638,200710,2023-01-05,주문접수,영업사원,카드,68367160
1001639,201962,2024-06-18,배송완료,영업사원,계좌이체,49427850
1001640,201433,2025-09-30,주문접수,매장,카드,15367490
1001641,201248,2024-06-01,배송완료,전화,계좌이체,102989110
1001642,200702,2023-04-14,반품,전화,현금,40985885
1001643,201412,2025-10-03,배송완료,온라인,여신,122210590
1001644,201968,2023-05-27,배송완료,온라인,계좌이체,25769700
1001645,201343,2024-02-29,배송완료,전화,카드,15449500
1001646,200365,2024-06-16,배송완료,영업사원,계좌이체,42221300
1001647,201073,2024-10-20,취소,영업사원,계좌이체,74088440
1001648,200983,2023-12-14,배송완료,매장,여신,16842600
1001649,201331,2023-04-21,배송완료,매장,카드,77746440
1001650,200405,2025-06-28,배송중,전화,여신,61824525
1001651,200347,2024-09-19,주문접수,전화,현금,62009595
1001652,201332,2025-11-05,배송완료,온라인,카드,15422900
1001653,201368,2024-01-02,배송중,전화,여신,28361925
1001654,200986,2023-12-06,반품,온라인,여신,54306020
1001655,200842,2025-05-02,결제완료,온라인,카드,87079210
1001656,201973,2024-11-11,배송완료,온라인,계좌이체,13716570
1001657,200524,2023-04-27,배송완료,매장,카드,34838295
1001658,201836,2023-01-30,배송완료,영업사원,현금,47544500
1001659,200261,2024-09-03,배송완료,매장,카드,45948000
1001660,200687,2024-03-24,배송완료,온라인,계좌이체,33478160
1001661,200643,2024-10-19,배송완료,온라인,여신,94566535
1001662,200540,2024-08-25,반품,전화,카드,24074100
1001663,201995,2025-01-27,취소,영업사원,여신,75131000
1001664,201637,2024-10-09,배송중,영업사원,여신,55947995
1001665,200040,2023-05-28,주문접수,전화,카드,26479100
1001666,200047,2024-08-22,결제완료,영업사원,현금,43873650
1001667,200349,2025-01-09,배송완료,전화,여신,45269860
1001668,200865,2023-05-04,배송완료,온라인,카드,26641030
1001669,201039,2023-08-18,배송완료,매장,현금,29559400
1001670,200123,2023-08-29,배송완료,영업사원,현금,66041800
1001671,200146,2025-06-05,결제완료,매장,카드,78912560
1001672,201196,2025-07-28,배송완료,영업사원,카드,32241600
1001673,200847,2025-11-10,배송완료,매장,현금,118158760
1001674,201400,2024-09-23,배송완료,매장,여신,59603625
1001675,201533,2024-10-26,반품,전화,카드,40281300
1001676,201821,2023-01-11,배송중,전화,여신,97224210
1001677,201148,2023-02-07,배송중,온라인,현금,36316235
1001678,200509,2024-07-15,주문접수,영업사원,현금,154985760
1001679,200905,2025-06-10,주문접수,영업사원,현금,88060620
1001680,200259,2024-12-02,배송중,온라인,카드,154200225
1001681,201287,2025-02-06,주문접수,영업사원,카드,58595395
1001682,200557,2023-03-11,배송완료,전화,카드,80791820
1001683,201311,2024-10-18,배송완료,전화,현금,36500245
1001684,200690,2024-11-20,결제완료,전화,계좌이체,60657300
1001685,201599,2023-01-21,결제완료,영업사원,현금,30858500
1001686,201377,2025-11-05,취소,영업사원,카드,89635030
1001687,201614,2024-01-19,결제완료,온라인,여신,110590720
1001688,201236,2025-03-26,주문접수,영업사원,현금,120311560
1001689,201156,2023-05-13,배송중,온라인,카드,77730155
1001690,200796,2023-06-01,배송완료,매장,현금,56690400
1001691,201690,2023-02-07,배송완료,온라인,카드,77533740
1001692,201427,2025-02-15,결제완료,전화,여신,48133400
1001693,201846,2024-06-22,배송완료,영업사원,카드,19873800
1001694,200539,2025-06-09,취소,영업사원,현금,29136325
1001695,200316,2024-03-20,배송중,전화,계좌이체,42576710
1001696,201086,2025-10-22,배송완료,전화,카드,39584100
1001697,201506,2024-05-13,배송완료,온라인,여신,10719275
1001698,201179,2024-02-23,주문접수,매장,현금,122219580
1001699,201766,2024-09-17,결제완료,전화,카드,175068680
1001700,201642,2023-12-18,주문접수,온라인,현금,81379610
1001701,200037,2025-06-26,배송완료,매장,현금,39159250
1001702,200206,2024-10-10,배송완료,매장,카드,26996000
1001703,200586,2023-02-11,배송완료,온라인,계좌이체,3440880
1001704,201219,2024-07-27,배송완료,온라인,현금,20627960
1001705,201271,2025-03-21,배송완료,온라인,카드,30571560
1001706,201807,2023-08-22,결제완료,영업사원,현금,38199825
1001707,201162,2024-01-26,배송완료,영업사원,계좌이체,76630600
1001708,200484,2025-09-12,주문접수,전화,계좌이체,3848600
1001709,200848,2023-11-17,배송완료,영업사원,여신,110946905
1001710,200109,2023-12-17,취소,영업사원,카드,40489980
1001711,200132,2023-03-05,반품,온라인,현금,8021200
1001712,201529,2024-05-11,취소,영업사원,카드,9419850
1001713,201701,2023-11-06,배송완료,영업사원,계좌이체,141913295
1001714,200649,2025-08-25,배송완료,영업사원,카드,60202600
1001715,201599,2025-10-04,배송완료,온라인,현금,10884830
1001716,201151,2023-07-18,배송완료,영업사원,카드,71315620
1001717,201141,2023-12-15,배송완료,매장,여신,54248635
1001718,201012,2023-02-08,배송완료,온라인,현금,45502800
1001719,201678,2023-09-11,배송완료,온라인,현금,100861645
1001720,200307,2023-01-12,배송완료,영업사원,현금,117061300
1001721,201182,2025-08-25,배송완료,온라인,현금,48254290
1001722,200516,2023-09-06,주문접수,영업사원,여신,4811000
1001723,200029,2023-06-14,결제완료,전화,현금,104965415
1001724,200743,2025-07-24,배송완료,매장,현금,91542300
1001725,201201,2023-08-29,배송완료,온라인,현금,982300
1001726,200325,2025-07-15,반품,온라인,카드,61556200
1001727,200350,2023-04-03,배송완료,매장,현금,92254200
1001728,201547,2025-04-09,주문접수,온라인,카드,7799785
1001729,201761,2023-03-20,배송완료,매장,여신,72094115
1001730,200128,2024-04-08,취소,온라인,여신,80732285
1001731,201445,2025-04-26,배송완료,영업사원,계좌이체,79335675
1001732,201897,2023-10-23,주문접수,영업사원,계좌이체,140713100
1001733,201685,2025-10-16,취소,전화,현금,67443440
